,confidence,consensus,id,net spoke 5% similarity,net spoke 95% similarity,net spoke PC1,spoke 5% similarity,spoke 95% similarity,spoke PC1,survey 5% similarity,survey 95% similarity,survey PC1,t,network
GT_dC7qKt8rhj8W3FFTC_0,50.55,58.05,dC7qKt8rhj8W3FFTC,-0.10336068914618086,0.1599210311715096,0.04857239776971073,-0.21622873746086674,0.7101630362074867,0.27144142589598663,-0.40517130422735087,0.723924251127961,0.312244696171239,0,0
GT_dC7qKt8rhj8W3FFTC_1,48.25,50.6,dC7qKt8rhj8W3FFTC,0.013021456360836172,0.04347408434883549,0.03311961023034307,-0.13134772970485928,0.6367863188673251,0.2244070445167905,-0.41477595026492875,0.671002314413645,0.3209016294794189,1,0
GT_HXeLe9DnXEMs6JFjf_0,42.75,48.85,HXeLe9DnXEMs6JFjf,-0.11462292284783315,0.18950837867227285,0.18865849336162216,-0.3201502370941339,0.6986735581765922,0.370795119111406,-0.44805965071202847,0.6698140334059546,0.36575267729744726,0,1
GT_HXeLe9DnXEMs6JFjf_1,59.35,57.4,HXeLe9DnXEMs6JFjf,-0.07344565785979044,0.3421473402338762,0.1484668983143862,-0.35271191147904485,0.7452033677147378,0.3229025526121915,-0.6376675926875282,0.6609145690710934,0.3102682630458871,1,1
GT_nkPob7gypQi6DtwqS_0,51.89473684210526,46.73684210526316,nkPob7gypQi6DtwqS,-0.05740897187506425,0.08099262098079096,0.04511484115018319,0.025565499628245635,0.8340180948959051,0.28495976986814525,-0.41367820176198766,0.6952845676994195,0.2619460772252734,0,0
GT_nkPob7gypQi6DtwqS_1,52.65,56.8,nkPob7gypQi6DtwqS,-0.08456458733937883,0.13143324578342058,0.07911382970005572,-0.24479664726695538,0.6880882378237008,0.27324520907803557,-0.33776403588637016,0.7180460603080816,0.2679950256445308,1,0
GT_ew8uue7goY6SzSnMn_0,50.25,55.3,ew8uue7goY6SzSnMn,-0.14413013156306906,0.14787995260917525,0.17417013425128366,-0.18563360758778663,0.7624008451497208,0.3893533605937097,-0.44584830363327776,0.7079863165845736,0.3783608669575146,0,1
GT_ew8uue7goY6SzSnMn_1,54.89473684210526,48.68421052631579,ew8uue7goY6SzSnMn,-0.11175278557043894,0.27221907451930777,0.17077519351484025,-0.35424190060686167,0.7505008483561149,0.365624015072752,-0.38311694375500055,0.6422829817881633,0.31890502687174355,1,1
GT_F6g9NDczqP966pA5m_0,63.88235294117647,59.35294117647059,F6g9NDczqP966pA5m,-0.13726633071513125,0.15030048103343535,0.13143323846008853,-0.30678599553894825,0.6344857162431338,0.40484209862486,-0.5220131932128975,0.492072587420811,0.3776822687050674,0,0
GT_F6g9NDczqP966pA5m_1,61.421052631578945,54.68421052631579,F6g9NDczqP966pA5m,-0.10066849002785992,0.14322202159429082,0.05753021561988675,-0.32648190789409015,0.6253030011790306,0.2970485708425245,-0.46158820704438946,0.5610119043607861,0.4043056034014975,1,0
GT_To5RB7JuNk4h5FHaZ_0,48.8421052631579,52.10526315789474,To5RB7JuNk4h5FHaZ,-0.15956133591382418,0.3330865749192137,0.1870156329284151,-0.3973401555851492,0.7938841860374451,0.37518336973153604,-0.6051285876905728,0.6325157616036087,0.37204829322698957,0,1
GT_To5RB7JuNk4h5FHaZ_1,62.6,57.55,To5RB7JuNk4h5FHaZ,-0.12919575439306827,0.2819634559872337,0.18858316085253912,-0.3842966088918994,0.7149414362579728,0.37941024196701634,-0.465360192563969,0.5742381459286705,0.35189424886536075,1,1
GT_7c9biMCakuPCxMEXN_0,57.4,53.25,7c9biMCakuPCxMEXN,-0.0846686446519863,0.15231660025534868,0.11606424407967371,-0.2684940638867316,0.6412625860932799,0.31025154043203995,-0.45543248668361536,0.6212278183669991,0.31640468698250446,0,0
GT_7c9biMCakuPCxMEXN_1,53.27777777777778,52.55555555555556,7c9biMCakuPCxMEXN,-0.029350497738449915,0.18791328216090625,0.09677849352906415,-0.27144835701531833,0.644437538535392,0.31407792959846986,-0.47035960483632006,0.6267408543400581,0.31391850596693727,1,0
GT_W4EAr6TwRFApoCagP_0,57.68421052631579,57.89473684210526,W4EAr6TwRFApoCagP,-0.21115011995800292,0.20408723956851305,0.2600168138797916,-0.3321055820775357,0.7938841860374449,0.45381924994339606,-0.5309693129863449,0.7649250923564987,0.505062750253172,0,1
